457927680,458454528
470749696,471222784
481016320,481483264
489085952,489597952
495729664,496312832
499998208,500522496
502083584,502595584
502159360,502659072
499804672,500318208
495587840,496017920
488689152,489213440
480564736,480992256
469972992,470464000
457183232,457647616
442656256,443096064
426167296,426594304
408127488,408454656
387407360,387801600
365898752,366174720
342423040,342733312
318151168,318443520
292371456,292591616
264822784,265067520
236171776,236353024
206483456,206650368
175853056,175966720
145435136,145571328
113458176,113477632
80825856,80898560
48889856,48858112
16318464,16280576
-16359424,-16497664
-49385472,-49464320
-81836032,-81914880
-113631744,-113824768
-145171456,-145346048
-176381440,-176622080
-206742016,-206958080
-235859968,-236171776
-264531968,-264811008
-291688448,-292023296
-317748736,-318040064
-342617600,-343087104
-366227968,-366615552
-387826688,-388224512
-408245248,-408638464
-426080256,-426553856
-442275328,-442729984
-456784384,-457257984
-469309440,-469824000
-479723520,-480246272
-487937024,-488432640
-495375360,-495838208
-500242432,-500770816
-502710272,-503169024
-502747136,-503269376
-500374016,-500850688
-496062976,-496542208
343066112,343390720
366326272,366755328
387881984,388279808
408558592,408993280
426450944,426897920
442965504,443454976
457447936,457919488
470126592,470616576
480579584,481079296
488659456,489196544
495524352,496001536
499848192,500352512
502083072,502552064
501870592,502347776
499603456,500094976
495438336,495983104
488664576,489190400
480488448,480969728
470151168,470601216
457338368,457811456
442909696,443376640
426469888,426829824
408446464,408835072
387793920,388194816
366273024,366559232
343006208,343292416
318683136,318957056
292786176,293078528
265319424,265540096
236635648,236862464
206917120,207034880
176474624,176670720
146008576,146104320
114175488,114307584
81784320,81785856
49672192,49692160
17065984,16983552
-15691776,-15749632
-48764928,-48901120
-81281536,-81374208
-113070592,-113266176
-144630784,-144805376
-175990784,-176198144
-206373888,-206622208
-235414016,-235705344
-264120832,-264411648
-291435520,-291783680
-317579264,-317966848
-342398976,-342788608
-365733376,-366157312
-386865152,-387383296
-407326208,-407752704
-425354240,-425782272
-441889280,-442427904
-456553984,-457012736
-468987392,-469556224
-479696384,-480144384
-487745536,-488261632
-494981120,-495505408
-499411968,-499982848
-501806592,-502363136
-501831168,-502361088
-499535872,-500082176
-495112704,-495699456
342759424,343161856
366035968,366391296
387579392,387965440
408253440,408637440
426322432,426743296
442500608,442995200
456731648,457199104
469217792,469711872
479947264,480439296
488244224,488769536
495240192,495791616
499771392,500314624
502053376,502588416
502120960,502653952
499532288,500050944
494969856,495506944
488003584,488491520
479619072,480159744
469332480,469795840
456428544,456950784
441850368,442288640
425463296,425963008
407755776,408169472
387142144,387581952
365641728,365930496
342336000,342690304
318185472,318479872
292251648,292554240
264936448,265200128
236168704,236440576
206548480,206726144
176112128,176304128
146620416,146750976
114838016,114941952
82502656,82551296
50453504,50389504
17839104,17867264
-15008768,-15031808
-47863296,-47876096
-80528896,-80672768
-112314368,-112456192
-143776256,-144049152
-175119872,-175302656
-205597184,-205859840
-234706944,-234957312
-263297024,-263635456
-291017728,-291296256
-317505536,-317889024
-342444032,-342796800
-365536768,-365901312
-386568192,-386996224
-406941184,-407369728
-424788992,-425278976
-441397760,-441819648
-456134656,-456615936
-469110272,-469632512
-480228864,-480744960
-488350208,-488769536
-495683584,-496211968
-500212736,-500658688
-502468096,-503047168
-502638080,-503161856
-500448768,-500925440
-496119808,-496610816
342246912,342600192
365585408,365950976
387169280,387633152
407815168,408270848
425929216,426450432
442488320,442987008
457094144,457590272
469774848,470207488
480385536,480912384
488455168,488971776
495307776,495826432
499791872,500288000
502069760,502561280
502135296,502635008
500011520,500579328
495819776,496329728
489177088,489631744
481105408,481545728
470665216,471138304
458141696,458539008
443547136,444022272
427201024,427645440
409300480,409705984
388860928,389196288
367190528,367572992
344109568,344390144
319800832,320189952
294006272,294257664
266656256,266893312
237875712,238073856
208361984,208537600
177937920,178035712
147204096,147367424
115425792,115501056
83075584,83116544
50932224,50954752
18455040,18448896
-14558720,-14610432
-47310848,-47448064
-80134656,-80177664
-112124416,-112225280
-144066048,-144264704
-175527936,-175745536
-205719040,-205954560
-234564096,-234814464
-263109632,-263412736
-290377216,-290641408
-316351488,-316763136
-341441536,-341797888
-365224448,-365650432
-386735104,-387070464
-407302656,-407783936
-425650176,-426119168
-442207744,-442698752
-456995328,-457400832
-469569536,-470091776
-480464896,-480909312
-488412160,-488925696
-495753728,-496199680
-500385280,-500925440
-502904832,-503338496
-502900736,-503367168
-500787200,-501203968
-496509440,-497065472
341648896,341942784
364917248,365301760
386475008,386894336
407243776,407728128
425230848,425698816
441912832,442369024
456645632,457166848
469178880,469716480
480027136,480499200
488076800,488638976
495142400,495681536
499472384,499966976
501842432,502349312
501918720,502427136
499919872,500446720
495750656,496254976
489077248,489561088
480999424,481450496
470739456,471211008
458138112,458587136
443629568,444071936
427285504,427701248
409505792,409903104
388869632,389252608
367465472,367811584
344310784,344656896
320065536,320376832
294264832,294455296
266867712,267096576
238222336,238439424
208769536,208857600
178277888,178437632
147183104,147283456
115195904,115318784
82909184,82999296
50550784,50575360
17963008,17956864
-15575040,-15593472
-48467968,-48543744
-81113600,-81246720
-112458240,-112601600
-143918080,-144133120
-175151104,-175343616
-205673472,-205962240
-234861056,-235145728
-263682560,-263989760
-291513344,-291828736
-317751808,-318117888
-342757888,-343155200
-366329344,-366769664
-387784704,-388161024
-408033280,-408462848
-426474496,-426852864
-443015680,-443516928
-457813504,-458281984
-470557696,-471056896
-481379328,-481869824
-489485824,-489986560
-496763904,-497256960
-501336064,-501857280
-503736320,-504275968
-503967744,-504458240
-501725184,-502221824
-497618944,-498134016
147624960,147788800
115867136,115942912
83490304,83537408
51340800,51365376
18920960,18888192
-13961728,-13961728
-46863360,-46955520
-79558144,-79691264
-111331328,-111568896
-142914048,-143096320
-174063104,-174333440
-204610560,-204894720
-233755136,-234070528
-262560256,-262875648
-289850880,-290176000
-316056576,-316381696
-340964352,-341336576
-364589568,-365043712
-385958912,-386345472
-406445056,-406903296
-424630784,-425086976
-440981504,-441460224
-455953920,-456436224
-468476928,-468996096
-479470592,-479977984
-487497728,-488008704
-494874624,-495428608
-499459072,-499996672
-501949952,-502499328
-502201856,-502735360
-499981824,-500527616
-495923200,-496431616
148550656,148612608
116730880,116803072
84319744,84327936
52049408,52004352
19500032,19498496
-13295104,-13376512
-46173696,-46355456
-78964736,-79117824
-110785536,-110952960
-142312960,-142517248
-173558272,-173778944
-204181504,-204461568
-233309696,-233614336
-262088192,-262401024
-289407488,-289728512
-315564032,-315948544
-340548096,-340915712
-364152832,-364575744
-385491456,-385840640
-405965312,-406437376
-424304640,-424774656
-440845824,-441377280
-455750656,-456329216
-468539904,-469054976
-479402496,-479901184
-487529984,-488036864
-494872064,-495433728
-499630592,-500151296
-502103040,-502654464
-502234112,-502717952
-500124672,-500643328
-496373248,-496924672
148852736,148883968
116875776,116986880
84580864,84562944
52406784,52458496
19980288,19933696
-12864000,-12910592
-45782016,-45914112
-78437888,-78601216
-110381056,-110542336
-141868032,-142055424
-173244416,-173430272
-203787776,-204065280
-232905728,-233146880
-261596160,-261972480
-288937984,-289233920
-315092480,-315542016
-340062208,-340421632
-363656704,-364161536
-385107968,-385459200
-405917696,-406391808
-424609792,-425017856
-441185280,-441661440
-455811584,-456269312
-468287488,-468816896
-479138304,-479620096
-487165440,-487700480
-494535680,-495024128
-499257344,-499799040
-502139392,-502670336
-502713344,-503225344
-500798464,-501231104
-496626688,-497163776
148779008,148888576
116971520,117025792
84672512,84694016
52516864,52519936
20129792,20091392
-12816896,-12881408
-45673472,-45754368
-78341632,-78504448
-110221312,-110384640
-142003200,-142219264
-173797376,-173966336
-204451328,-204675584
-233346048,-233586688
-261846528,-262174720
-289175552,-289481728
-315153920,-315554304
-340283392,-340587520
-363779584,-364244992
-385519616,-385889280
-406384640,-406803456
-424834560,-425261568
-441586688,-441994752
-456499712,-456893440
-469301248,-469731840
-480208896,-480727552
-488397312,-488883200
-495802880,-496303104
-500547072,-501065216
-503047680,-503576576
-503504896,-504010752
-501290496,-501807104
-497342464,-497754112
148997120,149102080
117232640,117288960
84777984,84834304
52718592,52750336
20169728,20131328
-12629504,-12686336
-45631488,-45772288
-78182912,-78340096
-110036480,-110201344
-141595136,-141760000
-172934656,-173179392
-203463680,-203737088
-232598016,-232947200
-261442560,-261765120
-288824832,-289200640
-314913792,-315291648
-339926528,-340363776
-363531264,-363986944
-384927232,-385399296
-405442560,-405926400
-423826944,-424310784
-440433664,-440968704
-455444992,-455945216
-468066304,-468593152
-479113728,-479671296
-487314944,-487749120
-494617600,-495230464
-499544064,-500042240
-502055424,-502619136
-502404096,-502934528
-500302848,-500868096
-496262144,-496808960
149642240,149757952
117914624,117987840
85521408,85574144
53476352,53467136
20904448,20905472
-11900928,-11942912
-44794368,-44897792
-77499904,-77625344
-109400064,-109534208
-140952576,-141133312
-172148736,-172303360
-202890752,-203188736
-231992832,-232253440
-260798464,-261151232
-288199168,-288538112
-314595840,-314944512
-339561472,-339908096
-363233792,-363654144
-384805888,-385195520
-405588992,-406054400
-424340480,-424848384
-440903680,-441387520
-455691776,-456187904
-468166144,-468657664
-479172096,-479665664
-487229952,-487772672
-494674432,-495260160
-499564032,-500065280
-502517760,-502963712
-503207936,-503692800
-501217280,-501700096
-497299456,-497772544
150029824,150151680
118251008,118307328
85839360,85910016
53814272,53838336
21158400,21135360
-11714560,-11766272
-44790272,-44909568
-77480960,-77617152
-109371392,-109529600
-140901376,-141104640
-172273664,-172499456
-202827264,-203147264
-232009216,-232316928
-260840960,-261181440
-288295424,-288640000
-314535936,-314868224
-339503616,-339891200
-363180032,-363598336
-384613376,-384996864
-405126144,-405657088
-423475712,-423945216
-440160768,-440658432
-455329792,-455761920
-467985920,-468504064
-479049216,-479483904
-487240192,-487793152
-494668288,-495215104
-499510784,-500016640
-502124544,-502589440
-502462464,-502984704
-500449280,-501035008
-496452096,-496908288
150095872,150265344
118452736,118544384
86147072,86121984
54024192,54021632
21548544,21511168
-11351040,-11365888
-44215808,-44300800
-76927488,-77018112
-108705280,-108861440
-140333568,-140540928
-171619840,-171810816
-202165248,-202446336
-231490560,-231775744
-260177408,-260472832
-287724032,-287988224
-313874432,-314235392
-338958848,-339350528
-362560000,-362967552
-384121856,-384553984
-404618752,-405044736
-423103488,-423597056
-439714304,-440224256
-454850560,-455280640
-467922944,-468414464
-479404032,-479846400
-487513088,-488045568
-494816256,-495348224
-499445760,-499969536
-501963264,-502466560
-502327808,-502820864
-500376064,-500842496
-496411648,-496884224
150443520,150539264
118775296,118830080
86369792,86416384
54094848,54178304
21172736,21227520
-11737088,-11833856
-44833280,-44925952
-77569024,-77702656
-109465600,-109625856
-141087744,-141235712
-172343296,-172571136
-203068928,-203288576
-232231936,-232480256
-261035520,-261318656
-288518656,-288861184
-314691584,-315085312
-339845632,-340141056
-363448320,-363887104
-384952832,-385319936
-405470208,-405865472
-423969280,-424409600
-440596480,-441047040
-455503360,-455994880
-467917824,-468458496
-478901760,-479380480
-486930432,-487454720
-494309376,-494800896
-499315712,-499883008
-501833216,-502296064
-502261760,-502840832
-500230144,-500704768
-496216576,-496736256
150867968,150982144
119136256,119234048
86636544,86681088
54617600,54627328
21824512,21772800
-11441664,-11458560
-44384256,-44483584
-76880896,-76961280
-108478464,-108595712
-139930624,-140099072
-171298816,-171467264
-201760256,-202004480
-231108096,-231294976
-260173824,-260438528
-287992832,-288294400
-314375168,-314752000
-339531264,-339916288
-363232256,-363660288
-384910848,-385279488
-405288448,-405671936
-424015360,-424386048
-440564736,-441013248
-455733248,-456167424
-468500480,-468928512
-479670272,-480135168
-487930880,-488378880
-495419904,-495899136
-500366848,-500850176
-503035904,-503500288
-503537664,-504012288
-501401600,-501908992
-497594368,-498081280
151006208,151108096
119358464,119417344
86866432,86943744
54794752,54802432
22332928,22310400
-10484736,-10563072
-43429376,-43538432
-76091904,-76225536
-108031488,-108177408
-139530752,-139772928
-171005952,-171209216
-201598464,-201930752
-230657536,-230963200
-259373056,-259735552
-286891008,-287270400
-313033728,-313379840
-338126336,-338511360
-361860096,-362278400
-383240192,-383719424
-403798528,-404261376
-422471680,-422955008
-439103488,-439586816
-454325760,-454778368
-466957824,-467497984
-478283264,-478748160
-486441472,-487031296
-494017024,-494565888
-499007488,-499473920
-501563904,-502152704
-502168064,-502654976
-500167168,-500668416
-496290816,-496767488
152081920,152237056
120398848,120445440
88165376,88203776
55839232,55810048
23457280,23456768
-9284608,-9354752
-42242048,-42301952
-75054080,-75128320
-106909696,-107020800
-138391040,-138573824
-169776128,-169987584
-200544768,-200815616
-230162944,-230454272
-259189760,-259499520
-286818816,-287177216
-312676352,-313037312
-337654784,-337996800
-361271808,-361626624
-382701056,-383180288
-403218432,-403691520
-422109184,-422619136
-439285248,-439741952
-454509568,-454976512
-467577856,-468005888
-478858240,-479282176
-487231488,-487659520
-494661632,-495114240
-499721216,-500247040
-502451712,-502973440
-503066112,-503593984
-501163520,-501677056
-497268736,-497729024
151845376,151965696
120250880,120276992
87920640,88026624
55916032,55958528
23426048,23394816
-9472000,-9515520
-42191360,-42312704
-75083264,-75253760
-106994176,-107025408
-138512384,-138795520
-169827840,-170022912
-200547328,-200812032
-229940224,-230239744
-258633728,-258912256
-286346240,-286658048
-312589312,-312964096
-337796608,-338169856
-361428480,-361774592
-383117312,-383515136
-403628544,-404056576
-422349312,-422824448
-438962176,-439463936
-454187008,-454671872
-466988544,-467471872
-478302208,-478768640
-486554624,-487051776
-494142464,-494672384
-499206144,-499680768
-501830144,-502368256
-502497792,-502972416
-500605440,-501104640
-496821248,-497263104
-490663424,-491133952
-482727424,-483195392
-472976896,-473418752
-460563968,-460997120
-446603776,-447047168
-430208000,-430581760
-412809216,-413234176
-392858112,-393197056
-371750912,-372163072
-348999168,-349278720
-324425728,-324704768
-298361856,-298596352
-271123968,-271340032
-242480640,-242706432
-213469696,-213703680
-183315456,-183477760
-152122368,-152262144
-120417280,-120509952
-88887808,-88962048
-56487936,-56429056
-23617024,-23576576
9113088,9135104
42093056,42199040
74309120,74359808
106502656,106684416
138565632,138687488
169604608,169845248
200238080,200446464
229987840,230281728
258922496,259154944
286721024,287021056
312955904,313274368
152939520,153070592
121187328,121328128
88971776,88975360
56807424,56811008
24339456,24316416
-8451584,-8478720
-41406976,-41483264
-74188800,-74310144
-106042368,-106227200
-137624064,-137800192
-169035776,-169224704
-199677440,-199995392
-229074944,-229323264
-257866240,-258130944
-285335552,-285648896
-311668736,-312102912
-336728576,-337062912
-360614400,-361042432
-382346752,-382692864
-402718720,-403181568
-421466112,-421924864
-438187520,-438650368
-453445120,-453856768
-466306560,-466777600
-477593600,-478117376
-485774336,-486324736
-493409280,-493900288
-498386944,-498933760
-501250560,-501750272
-501761024,-502305280
-500038656,-500529664
-496090624,-496690176
-490707456,-491173888
-482684928,-483197952
-472640000,-473122304
-460027904,-460506112
-446060032,-446511616
-429666304,-430097408
-412228608,-412602368
-392138240,-392532480
-371254272,-371605504
-348344832,-348708352
-323990528,-324323328
-298107392,-298313216
-271256576,-271566336
-242878976,-243095040
-213954048,-214166016
-183914496,-184095744
-152926720,-152990720
-121548800,-121672192
-89794048,-89800704
-57347072,-57466368
-24463360,-24470016
8322048,8329728
41230336,41328128
73354240,73411072
105685504,105803264
137737728,137966592
168913920,169089536
199461888,199721472
229453312,229714432
258269184,258601984
286073856,286394880
312478720,312873472
-490015232,-490481152
-482093056,-482561024
-472445440,-472909312
-460050432,-460508672
-446189056,-446654976
-429942784,-430390272
-412498944,-412903424
-392443392,-392854016
-371723264,-372069888
-348826112,-349132288
-324328448,-324697600
-298471936,-298724352
-271795200,-272098816
-243233280,-243383296
-214347264,-214585344
-184322048,-184437248
-153178112,-153342464
-121603584,-121686016
-89988096,-90095104
-57590272,-57617408
-24800768,-24840192
7990784,8031232
40935936,40943616
72756736,72844288
105190400,105312768
137298432,137443328
168538112,168732160
199086080,199296512
229064704,229293568
258001920,258306560
285761536,286027264
312236032,312567296
336332800,336770560
360001536,360389632
382008320,382386688
402947584,403368448
421756416,422253056
438533632,438954496
453731328,454234112
466646016,467146752
478063616,478584832
486584832,487044096
493871104,494398464
498683392,499208192
501481472,502026752
502190080,502647296
500492800,501006848
496869888,497335296
490706432,491208192
482821120,483275776
473255424,473716224
460841984,461333504
447154176,447522816
430823936,431331840
413644288,414029312
393467904,393873408
372278272,372628480
349258240,349559296
325309440,325663744
299976704,300249088
272949760,273199616
244514816,244735488
215180288,215362048
184730624,184882176
-490001408,-490506240
-482116096,-482577920
-472601600,-473092096
-460295168,-460746240
-446476288,-446927872
-430170624,-430579200
-412921344,-413319168
-392808448,-393190400
-372057600,-372439040
-349254656,-349642240
-324820480,-325154816
-299035136,-299346944
-272153600,-272489984
-243788288,-243989504
-214777344,-215009280
-185004032,-185158144
-153800704,-154005504
-122365440,-122429440
-90541056,-90658304
-58406912,-58413568
-25439232,-25492992
7237632,7323136
40229888,40270336
72339968,72452096
104662528,104752128
136649728,136860160
167930880,168149504
198454272,198709760
228432896,228712960
257404928,257670656
285181440,285522432
311565824,311966208
336119808,336532480
359251456,359648256
381045760,381526016
401909248,402353152
420652544,421161984
437421568,437885440
452644352,453136896
465671680,466229760
477022208,477590528
485518336,486014976
492872704,493506560
497732096,498258944
500593664,501167616
501259776,501825536
499770880,500295680
496056320,496554496
489847808,490380288
482112000,482655232
472630272,473074688
460425728,460921856
447174144,447670272
431172096,431596032
414067712,414514176
394057216,394417664
372832768,373189120
350074880,350386176
326164992,326474240
300721664,301039104
273804800,274032128
245525504,245744640
215826432,216073728
185743360,185915392
335630848,336003072
359119360,359544320
381236736,381729792
402124800,402585088
421126144,421490176
437760000,438242304
453050368,453559296
466188288,466703360
477504000,477991936
486073856,486619136
493397504,493899776
498399744,498955776
501304320,501798912
501882368,502388736
500418048,500889600
496699392,497199616
490668544,491166720
482869248,483379712
473416192,473881600
461004800,461451776
447360000,447770112
431132672,431620096
413833728,414243328
393657344,394056704
372457472,372791296
349593600,350015488
325734400,326014976
300111360,300485632
273266176,273487360
244861952,245078528
215557632,215754240
185397248,185556992
155151360,155302400
123617792,123725824
91217408,91313152
59130368,59122176
26654208,26643456
-6057472,-6060032
-39017472,-39070720
-71794688,-71991808
-103742976,-103847936
-135357440,-135636480
-166759424,-166874624
-197590016,-197916160
-226872832,-227176448
-255730176,-256015360
-283469824,-283795968
-309963264,-310331904
-335142400,-335486464
-359044608,-359421440
-380879360,-381305344
-401488896,-401900544
-420503040,-420949504
-437142528,-437562368
-452709376,-453131264
-465601536,-466107392
-477109760,-477603328
-485652992,-486164992
-493310976,-493795840
-498583552,-499148288
-501455360,-501880832
-502391808,-502921216
-500661248,-501113344
-496999424,-497551872
335122432,335424512
358705152,359105536
380834816,381268480
401788928,402199552
420872192,421315584
437372416,437855232
452767232,453212672
465939968,466405888
477489152,477993984
486075392,486524928
493478912,494057472
498627072,499127296
501376000,501949952
502139904,502629888
500575744,501125120
497122816,497639424
491037184,491588096
483182592,483665920
473778176,474257920
461491712,461940736
447894016,448357376
431654400,432094720
414474240,414879744
394662400,395018752
373315072,373698048
350501888,350806528
326550528,326863872
301193216,301477888
274372608,274630656
245863936,246152704
216535040,216766464
186276352,186413056
-491259392,-491837952
-483504640,-483932160
-473707520,-474241024
-461580800,-462079488
-448482816,-448963072
-432564224,-433026048
-415187456,-415585792
-395951104,-396312576
-374751232,-375194112
-352277504,-352546816
-327599104,-328007680
-301049856,-301335040
-274255872,-274561536
-246017536,-246257664
-217139200,-217350656
-187281920,-187398656
-156153856,-156289536
-124530176,-124648960
-92928512,-93031424
-60579328,-60602368
-27858944,-27877888
4953088,4973568
37884416,37931008
70045696,70106624
102206976,102354432
134501888,134614016
165750272,165929984
196324864,196611584
226259456,226500608
255391232,255706112
283288576,283613696
309771264,310157824
155816960,155925504
124361216,124469248
91944448,92020224
59877888,59836928
27471360,27483648
-5341184,-5453824
-38192128,-38305280
-71025152,-71171072
-102977536,-103166464
-134639616,-134770688
-165986304,-166225920
-196818944,-197056512
-226247168,-226548224
-255000064,-255299072
-282944512,-283304960
-309163520,-309511680
-334569984,-334963200
-358453760,-358877696
-380418048,-380844032
-400962048,-401426944
-420056064,-420510208
-436763136,-437223936
-452325888,-452858368
-465216000,-465771008
-477019648,-477491712
-485456384,-485984256
-493107712,-493660160
-498607616,-499102720
-501541376,-502033920
-502424064,-502937088
-500875776,-501429760
-497282048,-497823744
333045760,333424128
356521984,356892160
378684928,379096064
399639040,400058368
418788352,419201536
435467264,435921408
450900992,451432960
464010240,464468480
475586560,476087296
484140032,484717056
491818496,492296704
497415168,497926144
500506112,501021184
501456896,501969920
500131840,500640768
496650752,497161728
490783744,491264000
482939392,483407360
473703424,474177536
461500928,462009856
447852032,448313344
431843840,432204288
414790656,415177728
394853888,395230720
373598720,373918208
350971392,351322112
327071744,327399424
301949952,302253056
274717696,274985984
244678656,244949504
214975488,215227392
185026048,185103872
-491002880,-491496960
-483285504,-483761152
-473932288,-474404352
-461750272,-462234624
-448220160,-448689664
-432000512,-432459776
-415010816,-415388160
-395063808,-395475968
-374228480,-374646784
-351896576,-352187904
-327308288,-327630336
-301727744,-302036992
-275058688,-275343360
-246731776,-246935040
-217935872,-218189824
-188022784,-188213248
-157044224,-157142528
-125391360,-125559808
-93861888,-93911040
-61645312,-61716992
-28759040,-28759040
4061184,4071424
36871680,36992512
69154304,69209600
101350400,101510144
133602304,133714944
164811776,165039104
195507712,195702272
225394688,225648640
254540800,254827520
282500096,282798592
309091328,309427200
332366336,332769280
355938816,356397568
378122752,378578944
399150080,399623168
418274816,418808832
435111936,435537408
450629632,451180032
463663104,464205312
475548672,476116992
484560896,485117440
492323328,492836352
497704448,498187264
500791808,501376512
501680640,502224384
500245504,500844544
496877056,497410048
491130880,491637760
483370496,483796992
474116096,474589696
462102016,462555136
448563200,448998400
432589312,433038848
415511552,415876608
395757056,396206080
374467072,374836224
351885312,352208896
328007680,328331264
302853120,303145984
275950080,276239360
247598592,247787520
218406912,218577408
188174336,188371456
-491064320,-491550208
-483172864,-483673088
-473943040,-474476032
-461828608,-462277632
-448210432,-448675840
-432181248,-432591360
-415070720,-415531520
-395293696,-395609088
-374544384,-374941696
-352119808,-352392704
-327740416,-328070656
-302141440,-302368768
-275376128,-275673088
-247151616,-247442944
-218398208,-218607616
-188505600,-188679680
-157496320,-157588480
-125997568,-126071296
-94281216,-94371328
-62189568,-62214144
-29240320,-29194752
3508736,3544064
36497920,36551168
68628480,68724736
100782080,100907008
133058560,133185024
164362240,164595712
194953728,195211264
224963584,225227776
254103552,254414848
282109952,282384384
308539904,308883456
332221952,332628992
355864576,356294144
378156544,378637312
399131136,399626240
418489344,418947072
435158016,435621888
450753536,451301888
464037376,464556544
475578368,476148736
484341248,484835840
491978240,492562944
497605632,498122752
500889088,501473792
502042624,502557184
500699136,501269504
497379840,497880064
491715584,492217856
483918336,484424704
474771968,475282432
462708736,463188480
449074176,449543680
433257984,433688064
416056832,416526336
396449792,396833280
375319552,375659520
352573440,352915968
328747008,329117696
303524864,303805440
276820480,277111296
248555008,248774144
219195392,219424768
189046784,189200384
333138432,333522944
356799488,357233152
379163136,379553792
400151552,400595456
419331584,419795456
436276736,436644352
451776000,452293120
465143296,465613312
476639232,477162496
485543424,486013440
492901888,493427200
498366976,498863616
501329408,501897216
502171136,502624768
500932096,501451264
497512448,498041344
491813376,492362752
484102144,484618752
474868224,475367936
462804480,463302656
449300992,449780736
433302528,433712128
416339456,416718336
396549632,396898304
375415296,375777792
352822784,353158656
328951296,329235968
303778304,303976960
276934656,277147648
248507392,248742912
